CHAMP1,CHAMP2,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Jhin,Morgana,5,0,5,1.0,0.0,2016,Summer,Red
RekSai,Malzahar,1,0,1,1.0,0.0,2016,Summer,Blue
Illaoi,Gragas,0,2,2,0.0,1.0,2016,Summer,Red
Gragas,Trundle,15,0,15,1.0,0.0,2016,Summer,Red
Sivir,Trundle,10,0,10,1.0,0.0,2016,Summer,Red
Graves,Ryze,4,0,4,1.0,0.0,2016,Summer,Blue
Twitch,Karma,2,0,2,1.0,0.0,2016,Summer,Blue
Gragas,Malzahar,5,0,5,1.0,0.0,2016,Summer,Red
Gnar,Elise,12,19,31,0.3870967741935484,0.6129032258064516,2016,Summer,Blue
Tristana,Braum,7,0,7,1.0,0.0,2016,Summer,Blue
Graves,Zilean,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Taliyah,1,0,1,1.0,0.0,2016,Summer,Blue
Elise,Kassadin,3,0,3,1.0,0.0,2016,Summer,Red
Gragas,Bard,25,0,25,1.0,0.0,2016,Summer,Red
Fiora,Elise,5,5,10,0.5,0.5,2016,Summer,Red
Elise,Taliyah,5,0,5,1.0,0.0,2016,Summer,Blue
Elise,Cassiopeia,1,0,1,1.0,0.0,2016,Summer,Blue
Ezreal,Bard,22,0,22,1.0,0.0,2016,Summer,Red
Nidalee,Vladimir,5,0,5,1.0,0.0,2016,Summer,Blue
Graves,Azir,4,0,4,1.0,0.0,2016,Summer,Red
Ryze,Nidalee,1,1,2,0.5,0.5,2016,Summer,Blue
Maokai,Elise,5,16,21,0.23809523809523808,0.7619047619047619,2016,Summer,Red
Olaf,Braum,4,0,4,1.0,0.0,2016,Summer,Blue
Hecarim,Ryze,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Taric,10,0,10,1.0,0.0,2016,Summer,Red
Tristana,Taric,2,0,2,1.0,0.0,2016,Summer,Red
Gragas,Malzahar,11,0,11,1.0,0.0,2016,Summer,Blue
Gragas,Soraka,4,0,4,1.0,0.0,2016,Summer,Blue
Gnar,Nidalee,9,6,15,0.6,0.4,2016,Summer,Red
Nidalee,Taliyah,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Kassadin,1,0,1,1.0,0.0,2016,Summer,Blue
Elise,Trundle,12,0,12,1.0,0.0,2016,Summer,Red
Gnar,Olaf,6,3,9,0.6666666666666666,0.3333333333333333,2016,Summer,Blue
Olaf,Viktor,3,0,3,1.0,0.0,2016,Summer,Blue
Olaf,Trundle,4,0,4,1.0,0.0,2016,Summer,Blue
Sivir,Trundle,13,0,13,1.0,0.0,2016,Summer,Blue
JarvanIV,Elise,0,3,3,0.0,1.0,2016,Summer,Red
Nidalee,Taliyah,4,0,4,1.0,0.0,2016,Summer,Blue
Nidalee,Taric,6,0,6,1.0,0.0,2016,Summer,Blue
Sivir,Taric,17,0,17,1.0,0.0,2016,Summer,Blue
Graves,Malzahar,3,0,3,1.0,0.0,2016,Summer,Red
Rumble,Gragas,3,1,4,0.75,0.25,2016,Summer,Red
Gragas,Sona,4,0,4,1.0,0.0,2016,Summer,Red
Ashe,Sona,3,0,3,1.0,0.0,2016,Summer,Red
TahmKench,RekSai,2,2,4,0.5,0.5,2016,Summer,Red
RekSai,Taliyah,3,0,3,1.0,0.0,2016,Summer,Red
Lucian,Trundle,20,0,20,1.0,0.0,2016,Summer,Red
Illaoi,Nidalee,1,3,4,0.25,0.75,2016,Summer,Blue
RekSai,Sona,2,0,2,1.0,0.0,2016,Summer,Blue
Lucian,Sona,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Sona,2,0,2,1.0,0.0,2016,Summer,Red
Lucian,Sona,3,0,3,1.0,0.0,2016,Summer,Red
Rumble,Rengar,1,0,1,1.0,0.0,2016,Summer,Blue
Rengar,Malzahar,1,0,1,1.0,0.0,2016,Summer,Blue
Rengar,Braum,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Malzahar,1,0,1,1.0,0.0,2016,Summer,Red
Irelia,Hecarim,3,2,5,0.6,0.4,2016,Summer,Red
Hecarim,Vladimir,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Vladimir,4,0,4,1.0,0.0,2016,Summer,Blue
Hecarim,Sona,1,0,1,1.0,0.0,2016,Summer,Blue
Ashe,Sona,1,0,1,1.0,0.0,2016,Summer,Blue
Graves,Viktor,1,0,1,1.0,0.0,2016,Summer,Red
Olaf,Malzahar,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Thresh,22,0,22,1.0,0.0,2016,Summer,Red
Jhin,Thresh,19,0,19,1.0,0.0,2016,Summer,Red
Tristana,Sona,1,0,1,1.0,0.0,2016,Summer,Blue
Jhin,Alistar,25,0,25,1.0,0.0,2016,Summer,Red
Gragas,Zilean,1,0,1,1.0,0.0,2016,Summer,Blue
Lulu,Elise,0,1,1,0.0,1.0,2016,Summer,Red
Elise,Malzahar,2,0,2,1.0,0.0,2016,Summer,Red
Elise,TahmKench,18,0,18,1.0,0.0,2016,Summer,Red
Ezreal,TahmKench,5,0,5,1.0,0.0,2016,Summer,Red
Jhin,Sona,2,0,2,1.0,0.0,2016,Summer,Red
Rumble,Gragas,1,0,1,1.0,0.0,2016,Summer,Blue
Gangplank,Elise,6,11,17,0.35294117647058826,0.6470588235294118,2016,Summer,Red
Jhin,TahmKench,14,0,14,1.0,0.0,2016,Summer,Red
Shen,Nidalee,10,4,14,0.7142857142857143,0.2857142857142857,2016,Summer,Blue
Nidalee,Malzahar,2,0,2,1.0,0.0,2016,Summer,Blue
Fiora,Hecarim,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Hecarim,Anivia,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Trundle,21,0,21,1.0,0.0,2016,Summer,Blue
KogMaw,Trundle,4,0,4,1.0,0.0,2016,Summer,Blue
Gragas,Thresh,14,0,14,1.0,0.0,2016,Summer,Blue
Gangplank,RekSai,16,15,31,0.5161290322580645,0.4838709677419355,2016,Summer,Blue
Jhin,Soraka,3,0,3,1.0,0.0,2016,Summer,Blue
Hecarim,Zilean,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Bard,2,0,2,1.0,0.0,2016,Summer,Red
Hecarim,Zilean,1,0,1,1.0,0.0,2016,Summer,Blue
TahmKench,Gragas,0,4,4,0.0,1.0,2016,Summer,Red
Lissandra,Gragas,1,1,2,0.5,0.5,2016,Summer,Red
KogMaw,Morgana,2,0,2,1.0,0.0,2016,Summer,Red
RekSai,Swain,3,0,3,1.0,0.0,2016,Summer,Blue
Trundle,Hecarim,5,2,7,0.7142857142857143,0.2857142857142857,2016,Summer,Red
Ashe,Taric,10,0,10,1.0,0.0,2016,Summer,Red
RekSai,Morgana,3,0,3,1.0,0.0,2016,Summer,Red
RekSai,Xerath,1,0,1,1.0,0.0,2016,Summer,Red
Olaf,Taric,2,0,2,1.0,0.0,2016,Summer,Blue
Maokai,Hecarim,1,3,4,0.25,0.75,2016,Summer,Red
Hecarim,Xerath,1,0,1,1.0,0.0,2016,Summer,Red
Gangplank,Gragas,16,15,31,0.5161290322580645,0.4838709677419355,2016,Summer,Red
Gragas,Velkoz,1,0,1,1.0,0.0,2016,Summer,Red
Ashe,Taric,12,0,12,1.0,0.0,2016,Summer,Blue
Olaf,Leblanc,1,0,1,1.0,0.0,2016,Summer,Blue
Teemo,RekSai,0,1,1,0.0,1.0,2016,Summer,Red
Jax,Olaf,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Olaf,Taric,1,0,1,1.0,0.0,2016,Summer,Red
Ekko,Sejuani,0,1,1,0.0,1.0,2016,Summer,Blue
Sejuani,Cassiopeia,1,0,1,1.0,0.0,2016,Summer,Blue
Sejuani,Sona,1,0,1,1.0,0.0,2016,Summer,Blue
Sivir,Sona,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Velkoz,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Lissandra,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Taric,6,0,6,1.0,0.0,2016,Summer,Blue
Nidalee,Vladimir,5,0,5,1.0,0.0,2016,Summer,Red
Shen,Nidalee,5,7,12,0.4166666666666667,0.5833333333333334,2016,Summer,Red
Nidalee,Taric,8,0,8,1.0,0.0,2016,Summer,Red
Trundle,Mordekaiser,1,0,1,1.0,0.0,2016,Summer,Blue
Mordekaiser,Karma,1,0,1,1.0,0.0,2016,Summer,Blue
Mordekaiser,Taric,1,0,1,1.0,0.0,2016,Summer,Blue
Kalista,Taric,1,0,1,1.0,0.0,2016,Summer,Blue
Lissandra,Hecarim,1,1,2,0.5,0.5,2016,Summer,Red
Hecarim,Viktor,1,0,1,1.0,0.0,2016,Summer,Red
Hecarim,Sona,2,0,2,1.0,0.0,2016,Summer,Red
Sivir,Sona,2,0,2,1.0,0.0,2016,Summer,Red
Illaoi,Gragas,2,2,4,0.5,0.5,2016,Summer,Blue
Gragas,TahmKench,22,0,22,1.0,0.0,2016,Summer,Blue
Ashe,TahmKench,17,0,17,1.0,0.0,2016,Summer,Blue
RekSai,Taric,9,0,9,1.0,0.0,2016,Summer,Red
Sivir,Taric,19,0,19,1.0,0.0,2016,Summer,Red
Vayne,Karma,2,0,2,1.0,0.0,2016,Summer,Blue
Nidalee,Bard,9,0,9,1.0,0.0,2016,Summer,Red
Jhin,Morgana,4,0,4,1.0,0.0,2016,Summer,Blue
JarvanIV,Gragas,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Taric,10,0,10,1.0,0.0,2016,Summer,Red
Ezreal,Taric,4,0,4,1.0,0.0,2016,Summer,Red
Ekko,Gragas,13,10,23,0.5652173913043478,0.43478260869565216,2016,Summer,Blue
Ekko,Gragas,13,10,23,0.5652173913043478,0.43478260869565216,2016,Summer,Red
Gangplank,Kindred,3,7,10,0.3,0.7,2016,Spring,Blue
Kindred,TwistedFate,1,0,1,1.0,0.0,2016,Spring,Blue
Elise,Azir,4,0,4,1.0,0.0,2016,Spring,Red
Nidalee,Janna,6,0,6,1.0,0.0,2016,Spring,Blue
Nautilus,Kindred,6,15,21,0.2857142857142857,0.7142857142857143,2016,Spring,Red
Kindred,Zed,1,0,1,1.0,0.0,2016,Spring,Red
Kindred,Braum,24,0,24,1.0,0.0,2016,Spring,Red
Kindred,Orianna,1,0,1,1.0,0.0,2016,Spring,Blue
Elise,Zed,1,0,1,1.0,0.0,2016,Spring,Red
Gragas,Graves,2,3,5,0.4,0.6,2016,Spring,Blue
Graves,Velkoz,2,0,2,1.0,0.0,2016,Spring,Blue
Poppy,Kindred,12,11,23,0.5217391304347826,0.4782608695652174,2016,Spring,Red
Ekko,Gragas,2,2,4,0.5,0.5,2016,Spring,Blue
Gragas,Azir,2,0,2,1.0,0.0,2016,Spring,Blue
Gragas,Janna,9,0,9,1.0,0.0,2016,Spring,Blue
Maokai,RekSai,1,2,3,0.3333333333333333,0.6666666666666666,2016,Spring,Red
RekSai,Orianna,1,0,1,1.0,0.0,2016,Spring,Red
RekSai,Trundle,13,0,13,1.0,0.0,2016,Spring,Red
Lucian,Trundle,33,0,33,1.0,0.0,2016,Spring,Red
Gnar,Graves,3,3,6,0.5,0.5,2016,Spring,Blue
Graves,Lissandra,1,0,1,1.0,0.0,2016,Spring,Blue
Sivir,Alistar,17,0,17,1.0,0.0,2016,Spring,Blue
Maokai,LeeSin,3,3,6,0.5,0.5,2016,Spring,Red
Nautilus,Gragas,10,11,21,0.47619047619047616,0.5238095238095238,2016,Spring,Blue
Gragas,Zed,1,0,1,1.0,0.0,2016,Spring,Blue
Gragas,Karma,3,0,3,1.0,0.0,2016,Spring,Blue
Lucian,Karma,1,0,1,1.0,0.0,2016,Spring,Blue
Ekko,Elise,1,2,3,0.3333333333333333,0.6666666666666666,2016,Spring,Red
Jhin,Janna,1,0,1,1.0,0.0,2016,Spring,Red
Ekko,Nidalee,3,3,6,0.5,0.5,2016,Spring,Blue
Nidalee,Ryze,2,0,2,1.0,0.0,2016,Spring,Blue
Kindred,Leblanc,1,0,1,1.0,0.0,2016,Spring,Red
Kindred,Karma,7,0,7,1.0,0.0,2016,Spring,Red
Caitlyn,Karma,1,0,1,1.0,0.0,2016,Spring,Red
Poppy,Kindred,16,10,26,0.6153846153846154,0.38461538461538464,2016,Spring,Blue
Kindred,Karma,1,0,1,1.0,0.0,2016,Spring,Blue
Kalista,Karma,1,0,1,1.0,0.0,2016,Spring,Blue
Elise,Ryze,2,0,2,1.0,0.0,2016,Spring,Red
Elise,Soraka,5,0,5,1.0,0.0,2016,Spring,Red
Ekko,Elise,6,2,8,0.75,0.25,2016,Spring,Blue
Elise,Anivia,2,0,2,1.0,0.0,2016,Spring,Blue
Elise,Soraka,4,0,4,1.0,0.0,2016,Spring,Blue
Caitlyn,Soraka,2,0,2,1.0,0.0,2016,Spring,Blue
Kindred,Ryze,7,0,7,1.0,0.0,2016,Spring,Red
Sivir,Karma,2,0,2,1.0,0.0,2016,Spring,Red
Maokai,Kindred,7,6,13,0.5384615384615384,0.46153846153846156,2016,Spring,Red
Tristana,Braum,5,0,5,1.0,0.0,2016,Spring,Red
Kindred,Ryze,3,0,3,1.0,0.0,2016,Spring,Blue
Kindred,Morgana,7,0,7,1.0,0.0,2016,Spring,Blue
Nautilus,RekSai,2,6,8,0.25,0.75,2016,Spring,Red
RekSai,Karma,1,0,1,1.0,0.0,2016,Spring,Red
Lucian,Gragas,0,1,1,0.0,1.0,2016,Spring,Blue
Jhin,Karma,2,0,2,1.0,0.0,2016,Spring,Blue
Maokai,Graves,12,9,21,0.5714285714285714,0.42857142857142855,2016,Spring,Red
Graves,Braum,31,0,31,1.0,0.0,2016,Spring,Red
Nidalee,Zed,2,0,2,1.0,0.0,2016,Spring,Blue
Gragas,Urgot,1,0,1,1.0,0.0,2016,Spring,Red
Corki,Karma,1,0,1,1.0,0.0,2016,Spring,Red
Graves,RekSai,1,2,3,0.3333333333333333,0.6666666666666666,2016,Spring,Blue
Gragas,Elise,3,1,4,0.75,0.25,2016,Spring,Blue
Elise,Azir,1,0,1,1.0,0.0,2016,Spring,Blue
Ekko,Graves,9,8,17,0.5294117647058824,0.47058823529411764,2016,Spring,Red
Graves,Leblanc,2,0,2,1.0,0.0,2016,Spring,Red
Graves,Bard,19,0,19,1.0,0.0,2016,Spring,Red
Maokai,Gragas,4,4,8,0.5,0.5,2016,Spring,Blue
Gragas,Ryze,2,0,2,1.0,0.0,2016,Spring,Blue
Poppy,Graves,9,22,31,0.2903225806451613,0.7096774193548387,2016,Spring,Red
Graves,Cassiopeia,1,0,1,1.0,0.0,2016,Spring,Red
Graves,Janna,4,0,4,1.0,0.0,2016,Spring,Red
Elise,Ryze,1,0,1,1.0,0.0,2016,Spring,Blue
Kindred,Ekko,2,0,2,1.0,0.0,2016,Spring,Blue
Gragas,Nidalee,0,1,1,0.0,1.0,2016,Spring,Red
Nidalee,Braum,20,0,20,1.0,0.0,2016,Spring,Red
Graves,Lulu,1,0,1,1.0,0.0,2016,Spring,Blue
Ekko,RekSai,0,2,2,0.0,1.0,2016,Spring,Red
RekSai,Corki,2,0,2,1.0,0.0,2016,Spring,Red
RekSai,Morgana,6,0,6,1.0,0.0,2016,Spring,Red
Caitlyn,Morgana,4,0,4,1.0,0.0,2016,Spring,Red
Nidalee,Ekko,1,0,1,1.0,0.0,2016,Spring,Blue
Gragas,Graves,4,3,7,0.5714285714285714,0.42857142857142855,2016,Spring,Red
Gragas,Nidalee,1,1,2,0.5,0.5,2016,Spring,Blue
Elise,Bard,11,0,11,1.0,0.0,2016,Spring,Red
Gragas,Kindred,0,2,2,0.0,1.0,2016,Spring,Red
Kindred,Corki,1,0,1,1.0,0.0,2016,Spring,Red
RekSai,Syndra,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,TahmKench,22,0,22,1.0,0.0,2016,Summer,Blue
Kennen,Gragas,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Red
Jhin,TahmKench,25,0,25,1.0,0.0,2016,Summer,Blue
Kennen,RekSai,4,5,9,0.4444444444444444,0.5555555555555556,2016,Summer,Red
RekSai,Jayce,1,0,1,1.0,0.0,2016,Summer,Red
Lissandra,LeeSin,0,1,1,0.0,1.0,2016,Summer,Blue
LeeSin,Pantheon,1,0,1,1.0,0.0,2016,Summer,Blue
LeeSin,Karma,12,0,12,1.0,0.0,2016,Summer,Blue
Gragas,Leblanc,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Syndra,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,TahmKench,20,0,20,1.0,0.0,2016,Summer,Red
Ashe,TahmKench,19,0,19,1.0,0.0,2016,Summer,Red
Olaf,AurelionSol,1,0,1,1.0,0.0,2016,Summer,Blue
Rumble,Elise,3,1,4,0.75,0.25,2016,Summer,Blue
Elise,Trundle,10,0,10,1.0,0.0,2016,Summer,Blue
Jhin,Trundle,14,0,14,1.0,0.0,2016,Summer,Blue
Gangplank,Gragas,15,3,18,0.8333333333333334,0.16666666666666666,2016,Summer,Blue
Kennen,RekSai,1,2,3,0.3333333333333333,0.6666666666666666,2016,Summer,Blue
RekSai,Taric,12,0,12,1.0,0.0,2016,Summer,Blue
Elise,Taric,6,0,6,1.0,0.0,2016,Summer,Red
Gragas,Syndra,3,0,3,1.0,0.0,2016,Summer,Red
Gragas,TahmKench,16,0,16,1.0,0.0,2016,Summer,Red
RekSai,Lissandra,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Kassadin,1,0,1,1.0,0.0,2016,Summer,Red
RekSai,Syndra,2,0,2,1.0,0.0,2016,Summer,Red
Kalista,Alistar,8,0,8,1.0,0.0,2016,Summer,Blue
RekSai,Kassadin,1,0,1,1.0,0.0,2016,Summer,Blue
RekSai,Velkoz,1,0,1,1.0,0.0,2016,Summer,Blue
Gragas,Taric,13,0,13,1.0,0.0,2016,Summer,Blue
Ezreal,Taric,5,0,5,1.0,0.0,2016,Summer,Blue
Ashe,Trundle,8,0,8,1.0,0.0,2016,Summer,Red
Gragas,Velkoz,1,0,1,1.0,0.0,2016,Summer,Blue
Gnar,Zac,1,1,2,0.5,0.5,2016,Summer,Red
Zac,Velkoz,1,0,1,1.0,0.0,2016,Summer,Red
Zac,Trundle,1,0,1,1.0,0.0,2016,Summer,Red
Shen,Gragas,13,10,23,0.5652173913043478,0.43478260869565216,2016,Summer,Red
Jhin,Alistar,16,0,16,1.0,0.0,2016,Summer,Blue
Kassadin,RekSai,1,0,1,1.0,0.0,2016,Summer,Red
Gragas,Morgana,7,0,7,1.0,0.0,2016,Summer,Blue
Gragas,Ekko,1,0,1,1.0,0.0,2016,Summer,Red
Yasuo,RekSai,1,0,1,1.0,0.0,2016,Summer,Red
Kassadin,Nidalee,0,1,1,0.0,1.0,2016,Summer,Red
Nidalee,Jhin,1,0,1,1.0,0.0,2016,Summer,Red
Varus,Braum,2,0,2,1.0,0.0,2016,Summer,Red
Zac,Cassiopeia,1,0,1,1.0,0.0,2016,Summer,Red
Zac,Braum,2,0,2,1.0,0.0,2016,Summer,Red
Ekko,Nidalee,4,9,13,0.3076923076923077,0.6923076923076923,2016,Summer,Red
Nidalee,Varus,1,0,1,1.0,0.0,2016,Summer,Red
Nidalee,TahmKench,7,0,7,1.0,0.0,2016,Summer,Red
Yasuo,RekSai,1,1,2,0.5,0.5,2016,Summer,Blue
Yasuo,Gragas,0,1,1,0.0,1.0,2016,Summer,Red
Jhin,Taric,7,0,7,1.0,0.0,2016,Summer,Red
Maokai,RekSai,5,10,15,0.3333333333333333,0.6666666666666666,2017,Spring,Blue
RekSai,Syndra,1,0,1,1.0,0.0,2017,Spring,Blue
RekSai,Zyra,25,0,25,1.0,0.0,2017,Spring,Blue
Kalista,Zyra,2,0,2,1.0,0.0,2017,Spring,Blue
Shen,Khazix,22,37,59,0.3728813559322034,0.6271186440677966,2017,Spring,Red
Khazix,Fizz,2,0,2,1.0,0.0,2017,Spring,Red
Khazix,MissFortune,17,0,17,1.0,0.0,2017,Spring,Red
Ashe,MissFortune,28,1,29,0.9655172413793104,0.034482758620689655,2017,Spring,Red
Nautilus,LeeSin,15,15,30,0.5,0.5,2017,Spring,Blue
LeeSin,Syndra,5,0,5,1.0,0.0,2017,Spring,Blue
LeeSin,Taric,3,0,3,1.0,0.0,2017,Spring,Blue
Varus,Taric,7,0,7,1.0,0.0,2017,Spring,Blue
Trundle,RekSai,2,4,6,0.3333333333333333,0.6666666666666666,2017,Spring,Red
RekSai,Katarina,1,0,1,1.0,0.0,2017,Spring,Red
RekSai,Malzahar,16,0,16,1.0,0.0,2017,Spring,Red
Ashe,Malzahar,42,0,42,1.0,0.0,2017,Spring,Red
Nautilus,RekSai,4,3,7,0.5714285714285714,0.42857142857142855,2017,Spring,Blue
RekSai,Leblanc,1,0,1,1.0,0.0,2017,Spring,Blue
RekSai,TahmKench,4,0,4,1.0,0.0,2017,Spring,Blue
Jhin,TahmKench,36,0,36,1.0,0.0,2017,Spring,Blue
Maokai,Rengar,12,13,25,0.48,0.52,2017,Spring,Red
Rengar,Lissandra,1,0,1,1.0,0.0,2017,Spring,Red
Rengar,Nami,15,0,15,1.0,0.0,2017,Spring,Red
Varus,Nami,25,0,25,1.0,0.0,2017,Spring,Red
Maokai,Khazix,42,33,75,0.56,0.44,2017,Spring,Blue
Khazix,Orianna,1,0,1,1.0,0.0,2017,Spring,Blue
Khazix,Karma,50,0,50,1.0,0.0,2017,Spring,Blue
Varus,Karma,78,0,78,1.0,0.0,2017,Spring,Blue
Singed,RekSai,0,1,1,0.0,1.0,2017,Spring,Red
RekSai,Anivia,1,0,1,1.0,0.0,2017,Spring,Red
RekSai,Thresh,4,0,4,1.0,0.0,2017,Spring,Red
Ashe,Thresh,22,0,22,1.0,0.0,2017,Spring,Red
LeeSin,Corki,1,0,1,1.0,0.0,2017,Spring,Blue
LeeSin,Malzahar,33,0,33,1.0,0.0,2017,Spring,Blue
Varus,Malzahar,44,0,44,1.0,0.0,2017,Spring,Blue
Maokai,Khazix,39,36,75,0.52,0.48,2017,Spring,Red
Khazix,Cassiopeia,5,0,5,1.0,0.0,2017,Spring,Red
Khazix,Lulu,30,0,30,1.0,0.0,2017,Spring,Red
Ashe,Lulu,42,0,42,1.0,0.0,2017,Spring,Red
Nautilus,Khazix,35,20,55,0.6363636363636364,0.36363636363636365,2017,Spring,Blue
Twitch,Karma,1,0,1,1.0,0.0,2017,Spring,Blue
Jayce,LeeSin,0,2,2,0.0,1.0,2017,Spring,Red
LeeSin,AurelionSol,1,0,1,1.0,0.0,2017,Spring,Red
LeeSin,Zyra,42,0,42,1.0,0.0,2017,Spring,Red
Ashe,Zyra,61,0,61,1.0,0.0,2017,Spring,Red
Jayce,Olaf,1,3,4,0.25,0.75,2017,Spring,Blue
Olaf,Orianna,4,0,4,1.0,0.0,2017,Spring,Blue
Olaf,Malzahar,12,0,12,1.0,0.0,2017,Spring,Blue
Ashe,Malzahar,43,0,43,1.0,0.0,2017,Spring,Blue
Maokai,LeeSin,18,24,42,0.42857142857142855,0.5714285714285714,2017,Spring,Red
LeeSin,Corki,1,0,1,1.0,0.0,2017,Spring,Red
LeeSin,Karma,47,0,47,1.0,0.0,2017,Spring,Red
Varus,Karma,48,0,48,1.0,0.0,2017,Spring,Red
Nautilus,Graves,36,29,65,0.5538461538461539,0.4461538461538462,2017,Spring,Blue
Graves,Corki,1,0,1,1.0,0.0,2017,Spring,Blue
Graves,Zyra,36,0,36,1.0,0.0,2017,Spring,Blue
Ashe,Zyra,62,0,62,1.0,0.0,2017,Spring,Blue
Maokai,Elise,10,9,19,0.5263157894736842,0.47368421052631576,2017,Spring,Red
Elise,Malzahar,21,0,21,1.0,0.0,2017,Spring,Red
Elise,Karma,4,0,4,1.0,0.0,2017,Spring,Red
Maokai,Graves,25,18,43,0.5813953488372093,0.4186046511627907,2017,Spring,Blue
Graves,TwistedFate,1,0,1,1.0,0.0,2017,Spring,Blue
Graves,Malzahar,16,0,16,1.0,0.0,2017,Spring,Blue
Fiora,Khazix,1,6,7,0.14285714285714285,0.8571428571428571,2017,Spring,Red
Khazix,Corki,2,0,2,1.0,0.0,2017,Spring,Red
Fiora,RekSai,5,3,8,0.625,0.375,2017,Spring,Blue
RekSai,Ryze,1,0,1,1.0,0.0,2017,Spring,Blue
RekSai,Morgana,1,0,1,1.0,0.0,2017,Spring,Blue
Varus,Morgana,1,0,1,1.0,0.0,2017,Spring,Blue
Khazix,Anivia,3,0,3,1.0,0.0,2017,Spring,Red
Khazix,Malzahar,1,0,1,1.0,0.0,2017,Spring,Red
Ezreal,Malzahar,10,0,10,1.0,0.0,2017,Spring,Red
Jayce,RekSai,4,6,10,0.4,0.6,2017,Spring,Blue
RekSai,TwistedFate,1,0,1,1.0,0.0,2017,Spring,Blue
RekSai,Malzahar,7,0,7,1.0,0.0,2017,Spring,Blue
Khazix,Morgana,2,0,2,1.0,0.0,2017,Spring,Red
Varus,Morgana,5,0,5,1.0,0.0,2017,Spring,Red
Maokai,Rengar,22,10,32,0.6875,0.3125,2017,Spring,Blue
Rengar,Cassiopeia,6,0,6,1.0,0.0,2017,Spring,Blue
Rengar,Karma,6,0,6,1.0,0.0,2017,Spring,Blue
Ezreal,Karma,54,0,54,1.0,0.0,2017,Spring,Blue
Sion,Khazix,0,2,2,0.0,1.0,2017,Spring,Red
Khazix,Ryze,2,0,2,1.0,0.0,2017,Spring,Red
Maokai,Elise,7,6,13,0.5384615384615384,0.46153846153846156,2017,Spring,Blue
Elise,Corki,2,0,2,1.0,0.0,2017,Spring,Blue
Elise,MissFortune,6,0,6,1.0,0.0,2017,Spring,Blue
Ashe,MissFortune,19,0,19,1.0,0.0,2017,Spring,Blue
Poppy,LeeSin,2,14,16,0.125,0.875,2017,Spring,Red
LeeSin,Azir,2,0,2,1.0,0.0,2017,Spring,Red
Varus,Zyra,38,0,38,1.0,0.0,2017,Spring,Red
RekSai,Thresh,4,0,4,1.0,0.0,2017,Spring,Blue
Ashe,Thresh,17,0,17,1.0,0.0,2017,Spring,Blue
Elise,Cassiopeia,2,0,2,1.0,0.0,2017,Spring,Red
Elise,TahmKench,11,0,11,1.0,0.0,2017,Spring,Red
Varus,TahmKench,21,0,21,1.0,0.0,2017,Spring,Red
Khazix,Cassiopeia,2,0,2,1.0,0.0,2017,Spring,Blue
Ashe,Karma,50,0,50,1.0,0.0,2017,Spring,Blue
Maokai,Olaf,4,4,8,0.5,0.5,2017,Spring,Red
Olaf,Ryze,5,0,5,1.0,0.0,2017,Spring,Red
Olaf,Malzahar,6,0,6,1.0,0.0,2017,Spring,Red
Varus,Malzahar,44,0,44,1.0,0.0,2017,Spring,Red
Khazix,Syndra,7,0,7,1.0,0.0,2017,Spring,Blue
Khazix,Morgana,3,0,3,1.0,0.0,2017,Spring,Blue
Caitlyn,Morgana,2,0,2,1.0,0.0,2017,Spring,Blue
LeeSin,Ryze,1,0,1,1.0,0.0,2017,Spring,Red
Maokai,LeeSin,11,9,20,0.55,0.45,2017,Spring,Blue
LeeSin,Cassiopeia,3,0,3,1.0,0.0,2017,Spring,Blue
LeeSin,Thresh,8,0,8,1.0,0.0,2017,Spring,Blue
Poppy,Khazix,9,17,26,0.34615384615384615,0.6538461538461539,2017,Spring,Red
Khazix,Orianna,1,0,1,1.0,0.0,2017,Spring,Red
Nautilus,Rengar,22,20,42,0.5238095238095238,0.47619047619047616,2017,Spring,Blue
Rengar,Corki,2,0,2,1.0,0.0,2017,Spring,Blue
Rengar,Zyra,36,0,36,1.0,0.0,2017,Spring,Blue
Varus,Zyra,49,0,49,1.0,0.0,2017,Spring,Blue
Olaf,Ekko,1,0,1,1.0,0.0,2017,Spring,Red
