PERCENTDEFEAT,CHAMP1,TEAM,CHAMP1_POSITION,SEASON,YEAR,CHAMP2,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY
0,Nidalee,Red,JUNGLER,Summer,2015,Lissandra,MID_LANER,1,1,2,0
0.0,Ivern,Red,JUNGLER,Summer,2017,Malzahar,MID_LANER,1,0,1,1.0
0.0,Jayce,Blue,TOP_LANER,Spring,2017,Ivern,JUNGLER,1,0,1,1.0
1.0,Gragas,Blue,JUNGLER,Spring,2018,Viktor,MID_LANER,0,1,1,0.0
0.0,Lissandra,Red,TOP_LANER,Spring,2016,Graves,JUNGLER,1,0,1,1.0
0.0,JarvanIV,Blue,JUNGLER,Summer,2017,Ziggs,MID_LANER,1,0,1,1.0
0,Nidalee,Blue,JUNGLER,Summer,2016,Morgana,SUPPORT,1,1,2,0
1,Elise,Red,JUNGLER,Summer,2016,Kayle,MID_LANER,0,2,2,0
0.0,Shen,Red,TOP_LANER,Summer,2015,DrMundo,JUNGLER,1,0,1,1.0
0.0,LeeSin,Red,AD_CARRY,Spring,2015,Braum,SUPPORT,1,0,1,1.0
1.0,Graves,Blue,JUNGLER,Spring,2016,Orianna,MID_LANER,0,1,1,0.0
0.0,Poppy,Blue,TOP_LANER,Spring,2017,Khazix,JUNGLER,1,0,1,1.0
0.0,Gangplank,Blue,TOP_LANER,Spring,2018,Gragas,JUNGLER,1,0,1,1.0
0.0,Nidalee,Red,AD_CARRY,Summer,2015,Bard,SUPPORT,1,0,1,1.0
0.0,Maokai,Red,TOP_LANER,Spring,2017,Nidalee,JUNGLER,1,0,1,1.0
1.0,Elise,Red,JUNGLER,Spring,2015,TwistedFate,MID_LANER,0,1,1,0.0
0.0,Ivern,Blue,JUNGLER,Spring,2017,Taric,SUPPORT,1,0,1,1.0
0.0,Evelynn,Red,AD_CARRY,Summer,2014,Thresh,SUPPORT,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2015,Anivia,MID_LANER,1,0,1,1.0
0.0,Sejuani,Red,AD_CARRY,Summer,2017,TahmKench,SUPPORT,1,0,1,1.0
0,Graves,Blue,JUNGLER,Spring,2016,Poppy,SUPPORT,1,2,3,0
0.0,RekSai,Red,AD_CARRY,Summer,2017,Lulu,SUPPORT,1,0,1,1.0
0.0,Poppy,Blue,TOP_LANER,Spring,2017,Gragas,JUNGLER,1,0,1,1.0
1,Khazix,Red,JUNGLER,Summer,2014,Talon,MID_LANER,0,2,2,0
0.0,Jhin,Blue,AD_CARRY,Spring,2016,Alistar,SUPPORT,1,0,1,1.0
0.0,Khazix,Blue,JUNGLER,Spring,2017,Bard,SUPPORT,1,0,1,1.0
1.0,Ezreal,Blue,AD_CARRY,Summer,2016,Leona,SUPPORT,0,1,1,0.0
0.0,Shen,Red,TOP_LANER,Summer,2017,Warwick,JUNGLER,1,0,1,1.0
0,Caitlyn,Red,AD_CARRY,Spring,2016,Bard,SUPPORT,1,4,5,0
0.0,JarvanIV,Red,TOP_LANER,Spring,2017,LeeSin,JUNGLER,1,0,1,1.0
0,Gragas,Red,JUNGLER,Summer,2015,Fizz,MID_LANER,1,1,2,0
1.0,Shyvana,Blue,JUNGLER,Spring,2018,Corki,MID_LANER,0,1,1,0.0
0.0,Zac,Red,AD_CARRY,Spring,2016,Braum,SUPPORT,1,0,1,1.0
0.0,Evelynn,Blue,JUNGLER,Spring,2018,Ornn,SUPPORT,1,0,1,1.0
0.0,RekSai,Red,JUNGLER,Summer,2017,Fizz,MID_LANER,1,0,1,1.0
1.0,Fiora,Blue,TOP_LANER,Spring,2016,Udyr,JUNGLER,0,1,1,0.0
1.0,Sivir,Blue,AD_CARRY,Summer,2016,Morgana,SUPPORT,0,1,1,0.0
0,LeeSin,Blue,JUNGLER,Summer,2017,TahmKench,SUPPORT,1,1,2,0
0.0,Sivir,Blue,AD_CARRY,Spring,2017,Malzahar,SUPPORT,1,0,1,1.0
1.0,LeeSin,Red,JUNGLER,Spring,2016,Zed,MID_LANER,0,1,1,0.0
0.0,Rammus,Red,JUNGLER,Spring,2017,Cassiopeia,MID_LANER,1,0,1,1.0
1.0,Olaf,Red,JUNGLER,Spring,2017,Taliyah,MID_LANER,0,1,1,0.0
0.0,RekSai,Blue,JUNGLER,Spring,2015,Lissandra,MID_LANER,1,0,1,1.0
1,Kayle,Red,TOP_LANER,Summer,2014,Elise,JUNGLER,0,3,3,0
0.0,LeeSin,Red,JUNGLER,Spring,2015,Fizz,MID_LANER,1,0,1,1.0
0,Gragas,Red,JUNGLER,Spring,2016,Lulu,MID_LANER,1,5,6,0
0.0,Olaf,Red,JUNGLER,Spring,2017,Cassiopeia,MID_LANER,1,0,1,1.0
1.0,Pantheon,Blue,TOP_LANER,Summer,2017,Elise,JUNGLER,0,1,1,0.0
1.0,RekSai,Blue,JUNGLER,Summer,2015,Corki,MID_LANER,0,1,1,0.0
0,Kalista,Blue,AD_CARRY,Spring,2016,Morgana,SUPPORT,1,1,2,0
0,Elise,Blue,JUNGLER,Summer,2017,Karma,SUPPORT,1,2,3,0
0.0,Camille,Red,TOP_LANER,Summer,2017,Gragas,JUNGLER,1,0,1,1.0
1,Warwick,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,0,2,2,0
0,Kled,Red,TOP_LANER,Spring,2017,LeeSin,JUNGLER,1,1,2,0
0.0,Shyvana,Red,JUNGLER,Spring,2018,Orianna,MID_LANER,1,0,1,1.0
0.0,LeeSin,Red,AD_CARRY,Spring,2016,TahmKench,SUPPORT,1,0,1,1.0
0,KogMaw,Blue,AD_CARRY,Summer,2014,Nami,SUPPORT,1,3,4,0
1.0,Trundle,Blue,TOP_LANER,Spring,2017,Zac,JUNGLER,0,1,1,0.0
0.0,JarvanIV,Red,JUNGLER,Spring,2018,Ryze,MID_LANER,1,0,1,1.0
0.0,Vladimir,Blue,TOP_LANER,Summer,2016,Gragas,JUNGLER,1,0,1,1.0
1.0,Shen,Blue,TOP_LANER,Summer,2017,Poppy,JUNGLER,0,1,1,0.0
0,Nidalee,Blue,JUNGLER,Summer,2015,Orianna,MID_LANER,1,1,2,0
1.0,Chogath,Red,JUNGLER,Summer,2017,Galio,MID_LANER,0,1,1,0.0
0.0,Olaf,Blue,JUNGLER,Spring,2017,Talon,MID_LANER,1,0,1,1.0
0,Olaf,Blue,TOP_LANER,Summer,2015,LeeSin,JUNGLER,1,1,2,0
1.0,Twitch,Red,AD_CARRY,Summer,2017,Taric,SUPPORT,0,1,1,0.0
1.0,Rumble,Red,JUNGLER,Summer,2017,Taliyah,MID_LANER,0,1,1,0.0
0.0,Ryze,Blue,TOP_LANER,Summer,2016,Elise,JUNGLER,1,0,1,1.0
0.0,Ivern,Blue,JUNGLER,Summer,2017,Taliyah,MID_LANER,1,0,1,1.0
0,Swain,Blue,TOP_LANER,Spring,2017,Khazix,JUNGLER,1,1,2,0
0,LeeSin,Blue,JUNGLER,Summer,2017,Viktor,MID_LANER,1,1,2,0
0.0,Zac,Blue,JUNGLER,Summer,2016,Azir,MID_LANER,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Spring,2016,Leblanc,MID_LANER,1,0,1,1.0
1.0,Varus,Blue,AD_CARRY,Spring,2018,Lulu,SUPPORT,0,1,1,0.0
0.0,Nidalee,Blue,TOP_LANER,Spring,2015,Khazix,JUNGLER,1,0,1,1.0
1.0,Maokai,Blue,JUNGLER,Spring,2018,Vladimir,MID_LANER,0,1,1,0.0
1.0,Rengar,Blue,JUNGLER,Spring,2017,Maokai,SUPPORT,0,1,1,0.0
1,Ashe,Blue,AD_CARRY,Summer,2016,Morgana,SUPPORT,0,3,3,0
0,TahmKench,Blue,TOP_LANER,Spring,2016,Elise,JUNGLER,1,3,4,0
0.0,RekSai,Blue,JUNGLER,Spring,2018,Braum,SUPPORT,1,0,1,1.0
0,Maokai,Red,TOP_LANER,Spring,2018,JarvanIV,JUNGLER,1,1,2,0
1.0,Cassiopeia,Blue,TOP_LANER,Spring,2015,Vi,JUNGLER,0,1,1,0.0
0.0,KogMaw,Red,AD_CARRY,Spring,2016,Braum,SUPPORT,1,0,1,1.0
0.0,Irelia,Red,TOP_LANER,Spring,2016,Graves,JUNGLER,1,0,1,1.0
1.0,Warwick,Blue,JUNGLER,Summer,2017,Alistar,SUPPORT,0,1,1,0.0
1.0,Kalista,Blue,AD_CARRY,Spring,2017,Bard,SUPPORT,0,1,1,0.0
1.0,LeeSin,Red,AD_CARRY,Spring,2018,Taric,SUPPORT,0,1,1,0.0
0.0,LeeSin,Blue,JUNGLER,Spring,2018,TahmKench,SUPPORT,1,0,1,1.0
0.0,Nidalee,Red,AD_CARRY,Summer,2017,TahmKench,SUPPORT,1,0,1,1.0
0.0,Rengar,Blue,JUNGLER,Spring,2016,Morgana,SUPPORT,1,0,1,1.0
0.0,Gragas,Red,TOP_LANER,Summer,2017,Hecarim,JUNGLER,1,0,1,1.0
1.0,Nidalee,Blue,JUNGLER,Spring,2017,Taliyah,MID_LANER,0,1,1,0.0
0.0,Galio,Blue,TOP_LANER,Summer,2017,Nidalee,JUNGLER,1,0,1,1.0
1.0,Ryze,Red,TOP_LANER,Spring,2018,JarvanIV,JUNGLER,0,1,1,0.0
1.0,Nidalee,Blue,JUNGLER,Summer,2016,Brand,SUPPORT,0,1,1,0.0
0.0,Olaf,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,1,0,1,1.0
0,Gragas,Blue,JUNGLER,Summer,2016,AurelionSol,MID_LANER,1,1,2,0
1.0,Karthus,Blue,JUNGLER,Spring,2015,Janna,SUPPORT,0,1,1,0.0
0,Sejuani,Red,AD_CARRY,Summer,2017,Thresh,SUPPORT,1,1,2,0
1.0,Aatrox,Red,TOP_LANER,Spring,2017,Graves,JUNGLER,0,1,1,0.0
0.0,Nocturne,Blue,JUNGLER,Spring,2017,Zyra,SUPPORT,1,0,1,1.0
0.0,Xayah,Red,AD_CARRY,Summer,2017,Galio,SUPPORT,1,0,1,1.0
1.0,Khazix,Red,JUNGLER,Spring,2018,Karma,MID_LANER,0,1,1,0.0
0.0,Khazix,Blue,JUNGLER,Spring,2017,Zed,MID_LANER,1,0,1,1.0
0.0,Maokai,Blue,JUNGLER,Spring,2018,Morgana,SUPPORT,1,0,1,1.0
0,LeeSin,Red,JUNGLER,Summer,2017,Viktor,MID_LANER,1,2,3,0
1.0,Hecarim,Blue,JUNGLER,Spring,2017,Jayce,MID_LANER,0,1,1,0.0
0.0,Gnar,Blue,TOP_LANER,Spring,2018,Maokai,JUNGLER,1,0,1,1.0
0.0,Evelynn,Blue,JUNGLER,Summer,2014,Zilean,MID_LANER,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Summer,2015,Ekko,MID_LANER,1,0,1,1.0
0,LeeSin,Red,JUNGLER,Spring,2015,Zed,MID_LANER,1,1,2,0
0.0,Aatrox,Red,TOP_LANER,Summer,2017,Gragas,JUNGLER,1,0,1,1.0
0.0,Tristana,Red,AD_CARRY,Spring,2017,Alistar,SUPPORT,1,0,1,1.0
0,Zac,Blue,JUNGLER,Summer,2017,Rakan,SUPPORT,1,1,2,0
0.0,LeeSin,Blue,JUNGLER,Summer,2017,Blitzcrank,SUPPORT,1,0,1,1.0
1.0,Volibear,Red,AD_CARRY,Summer,2017,Thresh,SUPPORT,0,1,1,0.0
1.0,Trundle,Blue,JUNGLER,Spring,2016,Braum,SUPPORT,0,1,1,0.0
1.0,Hecarim,Blue,TOP_LANER,Summer,2015,Nautilus,JUNGLER,0,1,1,0.0
0,Khazix,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,1,2,3,0
0.0,Fiora,Blue,TOP_LANER,Summer,2017,Zac,JUNGLER,1,0,1,1.0
0.0,Nidalee,Red,JUNGLER,Spring,2017,Talon,MID_LANER,1,0,1,1.0
0.0,Khazix,Red,AD_CARRY,Summer,2017,Karma,SUPPORT,1,0,1,1.0
1,Caitlyn,Red,AD_CARRY,Spring,2015,Leona,SUPPORT,0,2,2,0
1.0,Jinx,Blue,AD_CARRY,Summer,2016,Leona,SUPPORT,0,1,1,0.0
1.0,Evelynn,Blue,JUNGLER,Summer,2017,Syndra,MID_LANER,0,1,1,0.0
0,Nautilus,Red,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,6,7,0
0.0,Nidalee,Blue,JUNGLER,Spring,2016,Alistar,SUPPORT,1,0,1,1.0
0,Tristana,Blue,AD_CARRY,Summer,2017,Taric,SUPPORT,1,1,2,0
0.0,Maokai,Red,TOP_LANER,Summer,2014,Rengar,JUNGLER,1,0,1,1.0
0.0,JarvanIV,Blue,TOP_LANER,Summer,2017,Elise,JUNGLER,1,0,1,1.0
0.0,Evelynn,Red,JUNGLER,Summer,2015,Karthus,MID_LANER,1,0,1,1.0
0.0,Fiora,Red,TOP_LANER,Summer,2017,Sejuani,JUNGLER,1,0,1,1.0
0.0,Gangplank,Blue,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,0,1,1.0
0.0,Rumble,Blue,TOP_LANER,Summer,2015,Sejuani,JUNGLER,1,0,1,1.0
0.0,Gragas,Blue,JUNGLER,Summer,2016,Taric,SUPPORT,1,0,1,1.0
0.0,Kindred,Blue,JUNGLER,Summer,2016,Gangplank,MID_LANER,1,0,1,1.0
0,Khazix,Blue,JUNGLER,Summer,2016,Nami,SUPPORT,1,1,2,0
1.0,Blitzcrank,Blue,TOP_LANER,Spring,2017,Illaoi,JUNGLER,0,1,1,0.0
0.0,Darius,Blue,TOP_LANER,Summer,2017,Elise,JUNGLER,1,0,1,1.0
0,JarvanIV,Red,JUNGLER,Spring,2018,Veigar,MID_LANER,1,1,2,0
0,Gragas,Red,JUNGLER,Spring,2016,Lux,MID_LANER,1,1,2,0
0,RekSai,Red,JUNGLER,Spring,2015,Xerath,MID_LANER,1,2,3,0
0.0,Olaf,Red,JUNGLER,Spring,2015,Xerath,MID_LANER,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2016,Braum,SUPPORT,1,0,1,1.0
1.0,Gnar,Blue,TOP_LANER,Summer,2016,Zac,JUNGLER,0,1,1,0.0
1.0,Jayce,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,0,1,1,0.0
0,Jayce,Red,TOP_LANER,Spring,2017,RekSai,JUNGLER,1,4,5,0
0.0,Olaf,Red,JUNGLER,Summer,2017,Orianna,MID_LANER,1,0,1,1.0
1.0,Jayce,Red,TOP_LANER,Summer,2016,Gragas,JUNGLER,0,1,1,0.0
0.0,Caitlyn,Red,AD_CARRY,Spring,2018,Thresh,SUPPORT,1,0,1,1.0
0.0,Renekton,Red,TOP_LANER,Summer,2017,Jax,JUNGLER,1,0,1,1.0
0,Xayah,Blue,AD_CARRY,Summer,2017,Shen,SUPPORT,1,1,2,0
0,Rumble,Blue,TOP_LANER,Summer,2014,JarvanIV,JUNGLER,1,1,2,0
1,Graves,Red,JUNGLER,Spring,2016,Gangplank,MID_LANER,0,2,2,0
0.0,Vayne,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,1,0,1,1.0
0.0,Caitlyn,Blue,AD_CARRY,Spring,2015,Sona,SUPPORT,1,0,1,1.0
0.0,Nautilus,Blue,JUNGLER,Spring,2015,Cassiopeia,MID_LANER,1,0,1,1.0
0.0,Gangplank,Red,TOP_LANER,Summer,2017,Olaf,JUNGLER,1,0,1,1.0
0,Ivern,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,1,1,2,0
0.0,Gragas,Red,AD_CARRY,Summer,2017,Kennen,SUPPORT,1,0,1,1.0
0,Corki,Red,AD_CARRY,Spring,2016,Alistar,SUPPORT,1,2,3,0
0,Elise,Blue,JUNGLER,Summer,2016,Viktor,MID_LANER,1,1,2,0
0,JarvanIV,Blue,JUNGLER,Spring,2018,Janna,SUPPORT,1,1,2,0
0,Ekko,Red,TOP_LANER,Spring,2016,Gragas,JUNGLER,1,1,2,0
0.0,Sion,Red,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,0,1,1.0
1.0,Fizz,Blue,TOP_LANER,Summer,2017,RekSai,JUNGLER,0,1,1,0.0
0,Ezreal,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,1,2,3,0
1,Ekko,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,0,7,7,0
0,JarvanIV,Blue,JUNGLER,Spring,2018,Rakan,SUPPORT,1,3,4,0
0,Graves,Red,AD_CARRY,Spring,2015,Nami,SUPPORT,1,2,3,0
0,Kindred,Red,JUNGLER,Spring,2016,Azir,MID_LANER,1,2,3,0
1.0,Evelynn,Red,AD_CARRY,Summer,2016,Karma,SUPPORT,0,1,1,0.0
0.0,Trundle,Blue,TOP_LANER,Summer,2016,Graves,JUNGLER,1,0,1,1.0
0.0,Olaf,Red,JUNGLER,Spring,2017,Corki,MID_LANER,1,0,1,1.0
1.0,RekSai,Red,JUNGLER,Spring,2015,Diana,MID_LANER,0,1,1,0.0
1.0,Vi,Red,AD_CARRY,Spring,2015,Zilean,SUPPORT,0,1,1,0.0
1.0,Rumble,Blue,TOP_LANER,Spring,2017,Hecarim,JUNGLER,0,1,1,0.0
1.0,Amumu,Blue,JUNGLER,Spring,2015,Leblanc,MID_LANER,0,1,1,0.0
0.0,LeeSin,Red,JUNGLER,Summer,2014,Orianna,MID_LANER,1,0,1,1.0
0.0,Nautilus,Red,TOP_LANER,Spring,2017,Khazix,JUNGLER,1,0,1,1.0
0.0,Sivir,Red,AD_CARRY,Summer,2016,Nami,SUPPORT,1,0,1,1.0
0.0,MonkeyKing,Red,AD_CARRY,Summer,2015,Janna,SUPPORT,1,0,1,1.0
0.0,Rengar,Blue,JUNGLER,Summer,2014,Zilean,MID_LANER,1,0,1,1.0
0.0,Camille,Blue,TOP_LANER,Summer,2017,Elise,JUNGLER,1,0,1,1.0
0,Ezreal,Red,AD_CARRY,Summer,2016,Taric,SUPPORT,1,2,3,0
0.0,Vladimir,Red,TOP_LANER,Spring,2018,XinZhao,JUNGLER,1,0,1,1.0
1.0,JarvanIV,Blue,TOP_LANER,Spring,2018,Elise,JUNGLER,0,1,1,0.0
0.0,Renekton,Blue,TOP_LANER,Summer,2017,Rumble,JUNGLER,1,0,1,1.0
0.0,Jhin,Blue,AD_CARRY,Summer,2017,Lulu,SUPPORT,1,0,1,1.0
0.0,Trundle,Red,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,0,1,1.0
0.0,Irelia,Blue,TOP_LANER,Summer,2015,Gragas,JUNGLER,1,0,1,1.0
1.0,Ashe,Blue,AD_CARRY,Spring,2017,Janna,SUPPORT,0,1,1,0.0
0.0,XinZhao,Red,JUNGLER,Spring,2018,Veigar,MID_LANER,1,0,1,1.0
0,Nidalee,Red,JUNGLER,Summer,2016,Zilean,MID_LANER,1,1,2,0
0.0,LeeSin,Blue,JUNGLER,Summer,2016,Thresh,SUPPORT,1,0,1,1.0
0,LeeSin,Blue,JUNGLER,Spring,2017,Janna,SUPPORT,1,1,2,0
0.0,Fiora,Blue,TOP_LANER,Spring,2017,LeeSin,JUNGLER,1,0,1,1.0
1.0,Shen,Blue,TOP_LANER,Spring,2018,Shyvana,JUNGLER,0,1,1,0.0
0.0,Sejuani,Blue,JUNGLER,Summer,2017,Kassadin,MID_LANER,1,0,1,1.0
0.0,Shen,Blue,TOP_LANER,Summer,2017,LeeSin,JUNGLER,1,0,1,1.0
1.0,Kassadin,Blue,TOP_LANER,Summer,2014,Khazix,JUNGLER,0,1,1,0.0
1.0,Lissandra,Red,TOP_LANER,Summer,2016,Nidalee,JUNGLER,0,1,1,0.0
0,Renekton,Blue,TOP_LANER,Spring,2018,Gragas,JUNGLER,1,1,2,0
0.0,RekSai,Blue,JUNGLER,Summer,2016,Ryze,MID_LANER,1,0,1,1.0
0.0,Chogath,Blue,JUNGLER,Summer,2017,Kassadin,MID_LANER,1,0,1,1.0
1.0,Vayne,Red,AD_CARRY,Summer,2017,Alistar,SUPPORT,0,1,1,0.0
1,Corki,Red,AD_CARRY,Spring,2015,Alistar,SUPPORT,0,4,4,0
0.0,Khazix,Red,JUNGLER,Spring,2017,AurelionSol,MID_LANER,1,0,1,1.0
0.0,Sejuani,Blue,JUNGLER,Spring,2018,Thresh,SUPPORT,1,0,1,1.0
0,Vayne,Red,AD_CARRY,Spring,2015,Janna,SUPPORT,1,3,4,0
0,Kennen,Red,TOP_LANER,Summer,2016,Olaf,JUNGLER,1,4,5,0
0.0,Malphite,Blue,TOP_LANER,Spring,2016,LeeSin,JUNGLER,1,0,1,1.0
0.0,Jax,Red,TOP_LANER,Summer,2016,Kindred,JUNGLER,1,0,1,1.0
0.0,JarvanIV,Blue,JUNGLER,Summer,2015,Viktor,MID_LANER,1,0,1,1.0
1.0,Caitlyn,Red,AD_CARRY,Summer,2014,Janna,SUPPORT,0,1,1,0.0
0.0,Nidalee,Blue,JUNGLER,Spring,2016,Braum,SUPPORT,1,0,1,1.0
1.0,Lucian,Red,AD_CARRY,Summer,2017,Janna,SUPPORT,0,1,1,0.0
0.0,Kalista,Blue,AD_CARRY,Summer,2017,Trundle,SUPPORT,1,0,1,1.0
1.0,LeeSin,Blue,JUNGLER,Summer,2017,Kassadin,MID_LANER,0,1,1,0.0
1.0,RekSai,Red,AD_CARRY,Spring,2017,Alistar,SUPPORT,0,1,1,0.0
0,Evelynn,Red,JUNGLER,Summer,2015,Orianna,MID_LANER,1,1,2,0
1.0,Tristana,Red,AD_CARRY,Summer,2014,Sona,SUPPORT,0,1,1,0.0
1.0,Twitch,Red,AD_CARRY,Spring,2016,Alistar,SUPPORT,0,1,1,0.0
0,Gragas,Blue,JUNGLER,Summer,2015,Yasuo,MID_LANER,1,1,2,0
0,Graves,Red,AD_CARRY,Spring,2017,Thresh,SUPPORT,1,1,2,0
1.0,Nautilus,Red,JUNGLER,Summer,2015,TwistedFate,MID_LANER,0,1,1,0.0
0,Gragas,Red,JUNGLER,Summer,2017,Zed,MID_LANER,1,1,2,0
0,RekSai,Blue,JUNGLER,Spring,2017,Ekko,MID_LANER,1,1,2,0
0.0,Chogath,Red,TOP_LANER,Summer,2017,Kayn,JUNGLER,1,0,1,1.0
0.0,Khazix,Blue,JUNGLER,Spring,2018,Zoe,MID_LANER,1,0,1,1.0
0,Elise,Red,AD_CARRY,Spring,2016,Morgana,SUPPORT,1,3,4,0
1.0,Yasuo,Red,TOP_LANER,Summer,2015,RekSai,JUNGLER,0,1,1,0.0
0,Ashe,Blue,AD_CARRY,Summer,2016,MissFortune,SUPPORT,1,1,2,0
0,Fiora,Red,TOP_LANER,Spring,2017,Elise,JUNGLER,1,1,2,0
0.0,Nautilus,Blue,TOP_LANER,Spring,2017,Graves,JUNGLER,1,0,1,1.0
0,Kennen,Blue,TOP_LANER,Summer,2017,LeeSin,JUNGLER,1,2,3,0
0.0,Varus,Red,AD_CARRY,Summer,2017,Taric,SUPPORT,1,0,1,1.0
0.0,Nautilus,Red,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,0,1,1.0
0.0,KogMaw,Blue,AD_CARRY,Spring,2016,TahmKench,SUPPORT,1,0,1,1.0
0.0,Sejuani,Blue,JUNGLER,Spring,2018,Taric,SUPPORT,1,0,1,1.0
0.0,Rumble,Blue,JUNGLER,Spring,2016,Zed,MID_LANER,1,0,1,1.0
0,LeeSin,Blue,JUNGLER,Spring,2015,Karthus,MID_LANER,1,1,2,0
0.0,Fiora,Red,TOP_LANER,Spring,2016,Graves,JUNGLER,1,0,1,1.0
0,RekSai,Red,JUNGLER,Summer,2015,Vladimir,MID_LANER,1,2,3,0
1.0,Warwick,Red,JUNGLER,Spring,2015,Ezreal,MID_LANER,0,1,1,0.0
0.0,Graves,Blue,JUNGLER,Spring,2016,TahmKench,SUPPORT,1,0,1,1.0
0.0,Kalista,Blue,AD_CARRY,Spring,2017,Lulu,SUPPORT,1,0,1,1.0
0,Chogath,Red,AD_CARRY,Summer,2017,Thresh,SUPPORT,1,2,3,0
1.0,Rengar,Red,JUNGLER,Spring,2017,JarvanIV,MID_LANER,0,1,1,0.0
0.0,Malphite,Red,TOP_LANER,Summer,2015,Evelynn,JUNGLER,1,0,1,1.0
0.0,Ezreal,Red,AD_CARRY,Spring,2017,Braum,SUPPORT,1,0,1,1.0
1.0,Poppy,Red,JUNGLER,Spring,2018,Taliyah,MID_LANER,0,1,1,0.0
1,Ziggs,Red,AD_CARRY,Summer,2017,Karma,SUPPORT,0,2,2,0
0,Renekton,Blue,TOP_LANER,Summer,2017,Elise,JUNGLER,1,4,5,0
0.0,Nunu,Blue,JUNGLER,Spring,2016,Orianna,MID_LANER,1,0,1,1.0
0,Ivern,Red,JUNGLER,Summer,2017,Syndra,MID_LANER,1,2,3,0
1.0,RekSai,Red,AD_CARRY,Spring,2018,Zyra,SUPPORT,0,1,1,0.0
0.0,Ashe,Red,AD_CARRY,Spring,2017,Malzahar,SUPPORT,1,0,1,1.0
0.0,Kassadin,Red,TOP_LANER,Summer,2016,RekSai,JUNGLER,1,0,1,1.0
0,Gragas,Red,TOP_LANER,Summer,2017,JarvanIV,JUNGLER,1,1,2,0
0,Maokai,Red,AD_CARRY,Summer,2017,Braum,SUPPORT,1,1,2,0
1.0,Kalista,Blue,AD_CARRY,Summer,2015,Trundle,SUPPORT,0,1,1,0.0
0.0,Gragas,Blue,JUNGLER,Summer,2015,Irelia,MID_LANER,1,0,1,1.0
0.0,Vi,Red,AD_CARRY,Spring,2017,Thresh,SUPPORT,1,0,1,1.0
0.0,Zac,Blue,JUNGLER,Summer,2015,Thresh,SUPPORT,1,0,1,1.0
1.0,RekSai,Blue,JUNGLER,Spring,2015,Urgot,MID_LANER,0,1,1,0.0
0.0,Fiora,Blue,TOP_LANER,Spring,2016,Poppy,JUNGLER,1,0,1,1.0
0.0,Elise,Red,JUNGLER,Summer,2015,Varus,MID_LANER,1,0,1,1.0
0,Nunu,Red,AD_CARRY,Summer,2017,Janna,SUPPORT,1,1,2,0
0.0,Nunu,Blue,JUNGLER,Summer,2017,Braum,SUPPORT,1,0,1,1.0
0.0,Riven,Red,TOP_LANER,Summer,2015,Evelynn,JUNGLER,1,0,1,1.0
1.0,Olaf,Red,AD_CARRY,Summer,2017,Nunu,SUPPORT,0,1,1,0.0
0,Nidalee,Red,JUNGLER,Spring,2016,Syndra,MID_LANER,1,2,3,0
0,Tristana,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,1,1,2,0
1,Elise,Blue,JUNGLER,Summer,2014,Syndra,MID_LANER,0,2,2,0
0,Graves,Blue,JUNGLER,Spring,2017,Brand,SUPPORT,1,1,2,0
0.0,Nidalee,Red,JUNGLER,Summer,2016,Ziggs,MID_LANER,1,0,1,1.0
1.0,Ornn,Blue,TOP_LANER,Spring,2018,Skarner,JUNGLER,0,1,1,0.0
0,Maokai,Blue,TOP_LANER,Spring,2017,LeeSin,JUNGLER,1,1,2,0
0.0,Ziggs,Blue,AD_CARRY,Spring,2017,Braum,SUPPORT,1,0,1,1.0
0.0,Jhin,Red,AD_CARRY,Spring,2017,Janna,SUPPORT,1,0,1,1.0
1,LeeSin,Blue,JUNGLER,Summer,2017,MissFortune,SUPPORT,0,2,2,0
0,Graves,Red,JUNGLER,Summer,2016,Taliyah,MID_LANER,1,2,3,0
0.0,Gnar,Red,TOP_LANER,Summer,2015,JarvanIV,JUNGLER,1,0,1,1.0
0.0,Gragas,Blue,JUNGLER,Summer,2017,Rakan,SUPPORT,1,0,1,1.0
0.0,Graves,Red,TOP_LANER,Spring,2017,Riven,JUNGLER,1,0,1,1.0
0.0,Ezreal,Blue,AD_CARRY,Summer,2015,Braum,SUPPORT,1,0,1,1.0
1.0,RekSai,Red,JUNGLER,Summer,2017,Xerath,MID_LANER,0,1,1,0.0
